# Time-averaged data for fix flux_out
# TimeStep c_flux[1] c_flux[2] c_flux[3]
77900 6813.65 4343.81 -199.405
78000 7042.82 3991.61 -132.913
78100 7291.44 3976.13 -367.39
78200 7744.87 3997.72 -337.06
78300 8038.88 4054.01 -135.092
78400 8541.2 4021.16 -197.087
78500 9130.3 4338.57 -276.242
78600 9582.81 4467.31 -368.043
78700 10070.9 4712.57 -63.5986
78800 10507.6 5178.88 -99.855
78900 10981.1 5596.13 -333.897
79000 11340.5 5800.58 -319.012
79100 11792.2 6119.16 -171.722
79200 11938.4 6338.2 -179.399
79300 12082.8 6467.32 -355.59
79400 11776.4 6391.1 -427.159
79500 11142.8 6231.81 -257.391
79600 10241.4 5846.31 -267.186
79700 9178.89 5038.62 -555.078
79800 7828.57 4459.94 -504.889
79900 6107.54 3401.44 -272.485
80000 4276.92 2230.35 -241.778
80100 2276.03 991.51 -435.059
80200 135.92 -170.336 -311.091
80300 -1843.64 -1434.67 -10.5566
80400 -3722.75 -2768.78 -55.5472
80500 -5457.97 -3808.68 -341.399
80600 -6964.26 -4651.68 -163.338
80700 -8406.77 -5314.94 55.4307
80800 -9187.96 -5914.29 -122.99
80900 -10010.2 -6024 -401.475
81000 -10293.3 -6088.22 -251.543
81100 -10474.8 -6058.67 -76.3176
81200 -10459.6 -5632.63 -349.744
81300 -10175.5 -5226.76 -621.186
81400 -9905.88 -4818.88 -266.746
81500 -9280.78 -4236.44 -120.545
81600 -9206.99 -3568.43 -430.121
81700 -8613.73 -3233.15 -533.441
81800 -8138.71 -2911.28 -240.246
81900 -7766.11 -2588.25 -191.611
82000 -7491.85 -2254.11 -434.55
82100 -7058.46 -2123.59 -454.729
82200 -6623.12 -1985.27 -195.505
82300 -6228.16 -2295.87 -106.624
82400 -5859.75 -2497.81 -440.528
82500 -5753.2 -2964.15 -485.546
82600 -5534.54 -3134.25 -105.427
82700 -5341.96 -3687.84 -109.001
82800 -5395.54 -3922.96 -494.152
82900 -5344.66 -4575.83 -478.641
83000 -5652.41 -4863.14 -113.682
83100 -5648.76 -5186.46 -55.455
83200 -6142.17 -5594.93 -450.084
83300 -6655.55 -5743.81 -489.252
83400 -7293.62 -6161.07 -28.9229
83500 -7762.68 -6316.67 -46.4354
83600 -8278.47 -6457.95 -384.163
83700 -9100.81 -6493.08 -261.713
83800 -9394.01 -6652.59 -109.784
83900 -9911.7 -6404.6 -146.437
84000 -9934.9 -6616.27 -455.096
84100 -9947.65 -6076.76 -423.859
84200 -9668.55 -5764.77 -144.85
84300 -8910.55 -5415.66 -340.169
84400 -7841.13 -4592.02 -647.956
84500 -6569.98 -3875.09 -407.608
84600 -4792.74 -2804.51 -215.697
84700 -2933.84 -1775.87 -464.263
84800 -1013.9 -773.247 -454.366
84900 1101.18 317.647 -260.918
85000 3246.24 1544 -42.5795
85100 5423.74 2581.17 -195.926
85200 6906.43 3664.81 -291.555
85300 8490.91 4278.91 -71.7396
85400 9869.99 5285.21 -23.8936
85500 10731.2 5805.73 -242.498
85600 11404.8 6411.58 -344.99
85700 11718.6 6708.3 -214.772
85800 11578.7 6861.95 -188.413
85900 11221.5 7185.03 -376.822
86000 10528.3 7334.67 -503.783
86100 9916.8 7379.48 -200.704
86200 9217.54 7302.23 -208.265
86300 8659.11 7449.64 -516.409
86400 7669.01 7362.15 -503.173
86500 7186.38 7215.87 -187.974
86600 6825 7006.06 -249.873
86700 6233.9 6975.47 -451.12
86800 6001.08 6412.78 -451.096
86900 5859.61 6026.83 -136.034
87000 5896.15 5670.04 -221.357
87100 6087.89 5105.18 -541.266
87200 6155 4467.43 -304.898
87300 6432.54 4038.34 -160.599
87400 6886.98 3367.01 -211.046
87500 7425.5 2917.91 -396.37
87600 7866.26 2581.11 -313.829
87700 8308.11 2218.96 -134.036
87800 8760.2 2193.72 -179.478
87900 9310.19 2227.64 -414.455
88000 9676.44 2394.47 -255.156
88100 10113.5 2786.1 -45.629
88200 10530.2 3123.27 -256.446
88300 11015.4 3683.52 -398.145
88400 11140.5 4410.97 -327.177
88500 11622.3 4978.75 -110.423
88600 11855.2 5557.17 -134.314
88700 11891.9 6057.79 -414.281
88800 11902 6390.83 -348.974
88900 11759.6 6370.76 -167.046
89000 11224.8 6275.31 -240.495
89100 10563.4 6275.88 -588.979
89200 9223.15 5518.89 -478.503
89300 8032.73 4828.31 -280.892
89400 6389.98 3969.14 -319.125
89500 4711.41 2784.19 -554.157
89600 2621.92 1585.17 -430.06
89700 754.718 353.408 -1.50701
89800 -1347.46 -821.416 -161.107
89900 -3204.14 -2020.59 -409.273
90000 -5140.17 -3100.65 -240.562
90100 -6603.7 -4117.44 75.4528
90200 -7874.16 -4820.63 -64.7798
90300 -8990.49 -5226.35 -367.08
90400 -9805.37 -5733.47 -326.131
90500 -10218.1 -5707.48 19.4531
90600 -10427.5 -5430.3 -242.744
90700 -10628.8 -5269.69 -618.057
90800 -10373 -4687.34 -325.28
90900 -10156.2 -4067.89 -11.1654
91000 -9801.87 -3574.4 -353.842
91100 -9594.82 -2962.11 -723.053
91200 -9098.8 -2366.23 -251.439
91300 -8594.19 -2079.59 57.6666
91400 -8097.78 -1880.44 -467.146
91500 -7620.09 -1479.66 -695.169
91600 -7225.79 -1455.75 -190.404
91700 -6644.53 -1699.81 51.8401
91800 -6336.33 -1898.93 -411.207
91900 -5852.35 -2122.78 -659.554
92000 -5342.42 -2793.4 -148.054
92100 -4965.07 -3148.86 49.2552
92200 -4726.39 -3647.33 -443.955
92300 -4847.12 -4388.34 -594.322
92400 -4358.23 -4785.06 -22.5814
92500 -4537.68 -5317.77 16.6841
92600 -4760.35 -5636.37 -522.951
92700 -4988.44 -5993.02 -505.594
92800 -5413.77 -6203.42 6.02412
92900 -5951.8 -6523.55 -23.33
93000 -6610.73 -6464.32 -558.981
93100 -7324.42 -6311.53 -395.453
93200 -8172.04 -6550.35 62.0934
93300 -8950.55 -6429.46 4.63321
93400 -9491.69 -6436.08 -503.401
93500 -9927.65 -6171.04 -437.232
93600 -10232.3 -6175.22 -80.2895
93700 -10206.3 -5725.52 -140.277
93800 -10019.1 -5314.65 -693.102
93900 -9279.66 -4984.44 -514.842
94000 -8060.05 -4166.43 -189.703
94100 -6866.73 -3323.37 -254.102
94200 -5222.8 -2332.52 -704.396
94300 -3463.72 -1688.4 -471.473
94400 -1495.58 -392.871 -83.8601
94500 869.058 805.051 -257.758
94600 2526.94 1985.55 -462.751
94700 4662.85 2994.7 -245.479
94800 6526.83 3952.42 106.414
94900 8072.07 5022.84 -103.628
95000 9415.87 5760.22 -400.355
95100 10356.2 6232.85 -243.683
95200 10965.4 6829.52 31.3284
95300 11400 6896.38 -204.411
95400 11424.3 7170.15 -477.082
95500 11386.1 7267.63 -344.495
95600 10759.9 7292.77 -177.253
95700 10454.3 7315.24 -277.97
95800 9843.35 6843.4 -526.236
95900 9226.94 6772.37 -396.395
96000 8765.49 6709.31 -232.73
96100 8044.85 6272.52 -223.733
96200 7717.97 6056.65 -603.169
96300 7476.6 5586.89 -374.543
96400 7060.83 5349.24 -154.551
96500 6948.97 5016.92 -299.75
96600 6918.38 4456.27 -456.062
96700 6846.47 4211.64 -291.971
96800 7027.73 3888.91 -134.49
96900 7150.47 3442.88 -300.237
97000 7591 3340.12 -389.211
97100 7673.32 3257.46 -278.835
97200 8038.96 3221.81 -132.999
97300 8489.94 3166.51 -174.593
97400 8794.89 3434.57 -505.161
97500 9298.55 3527.88 -250.097
97600 9717.31 3986.36 -52.8791
97700 10146 4178.86 -266.372
97800 10367.3 4746.71 -479.53
97900 11137.7 5356.05 -224.088
98000 11275.3 5852.14 -18.5763
98100 11666.8 6143.16 -230.226
98200 11625.9 6466.29 -436.522
98300 11649.1 6787.42 -312.475
98400 11543.6 6774.91 -68.9911
98500 11219.1 6570.05 -465.937
98600 10326 6430.46 -636.332
98700 9343.64 5663.46 -268.252
98800 7970.51 5093.51 -180.833
98900 6347 4059.89 -608.188
99000 4512.76 2784.11 -514.76
99100 2472.95 1916.49 -207.885
99200 375.271 658.679 -121.851
99300 -1461.06 -661.576 -362.933
99400 -3638.49 -1972.58 -271.678
99500 -5327.97 -2776.3 -54.6078
99600 -6944.08 -3624.17 60.7605
99700 -8155.88 -4379.5 -235.89
99800 -9399.2 -5053.54 -324.532
99900 -10007.6 -5531.18 -86.6718
100000 -10405.1 -5754.36 -91.604
100100 -10529.2 -5573.23 -404.724
100200 -10464 -5546.75 -471.314
100300 -10327.4 -5472.61 -195.507
100400 -9802.22 -5086.37 -280.713
100500 -9343.04 -4715.11 -464.825
100600 -8880.46 -4481.41 -442.568
100700 -8599.26 -4173.1 -200.499
100800 -7746.4 -3793.08 -235.287
100900 -7291.55 -3667.04 -420.379
101000 -6800.26 -3578.63 -505.534
101100 -6458.11 -3228.76 -198.454
101200 -6148.62 -3270.12 -144.104
101300 -5942.25 -3390.59 -507.605
101400 -5764.61 -3226.79 -372.089
101500 -5411.01 -3415.33 -18.9398
101600 -5408.7 -3582.12 -223.782
101700 -5457.59 -3771.62 -488.949
101800 -5589.58 -3886.85 -369.155
101900 -5815.11 -4102.19 -83.0488
102000 -5996.22 -4225.51 -228.036
102100 -6374.57 -4370.87 -407.236
102200 -6891.37 -4795.23 -320.926
102300 -7492.82 -4911.53 -96.3579
102400 -7890.82 -5169.42 -194.248
102500 -8478.78 -5439.17 -343.632
102600 -9153.91 -5765.82 -310.729
102700 -9684.16 -5767.39 -31.354
102800 -10064 -5928.74 -228.277
102900 -10390.8 -6065.47 -485.884
103000 -10298.3 -5941.3 -313.706
103100 -10113.8 -5825.3 -87.0932
103200 -9844.45 -5591.8 -414.395
103300 -8844.54 -4999.05 -599.506
103400 -7775.89 -4138.08 -381.713
103500 -6312.35 -3274.35 -225.03
103600 -4783.94 -2350.08 -482.284
103700 -2768.49 -1417.2 -573.738
103800 -811.796 -130.573 -199.144
103900 1127.78 955.349 -71.4734
104000 3333.24 2062.76 -350.921
104100 5278.58 3141.2 -359.957
104200 7076.16 4260.05 54.0581
104300 8480.08 5194.84 -13.2569
104400 9781.37 5829.6 -283.433
104500 10641.4 6302.38 -274.012
104600 11356.2 6834.67 -40.5278
104700 11563.2 6958 -216.517
104800 11493.6 6812.98 -474.53
104900 11471.1 6877.45 -396.476
105000 10942.2 6683.5 -232.508
